date_collected,link,num,type,lean
6/10/20,https://humansarefree.com/2020/06/who-data-suggests-its-very-rare-for-covid-19-to-spread-through-asymptomatic-people.html,223,S,C
6/10/20,https://nypost.com/2020/06/09/texas-sees-record-number-of-hospitalized-coronavirus-patients-after-state-reopened-early/?utm_source=NYPFacebook&sr_share=facebook&utm_medium=SocialFlow&utm_campaign=SocialFlow,224,O,N
6/10/20,https://www.theguardian.com/culture/2020/jun/09/majority-of-uk-theatres-and-music-venues-face-permanent-shutdown?CMP=fb_gu&utm_medium=Social&utm_source=Facebook#Echobox=1591718542,225,O,N
6/15/20,https://www.infowars.com/china-locks-down-ten-more-beijing-neighborhoods-over-new-covid-19-outbreak-at-wholesale-market/,226,O,N
6/15/20,https://crooksandliars.com/2020/06/larry-kudlow-attendees-trumps-tulsa-rally,227,PE,L
6/15/20,https://www.zerohedge.com/geopolitical/chinese-scientist-escorted-out-canadian-biolab-sent-deadlhy-viruses-wuhan,228,S,N
6/15/20,https://www.foxnews.com/health/us-coronavirus-deaths-could-double-hit-200000-by-september-report,229,S,N
6/15/20,https://www.yahoo.com/gma/florida-sees-2-consecutive-days-2-000-plus-184400651--abc-news-topstories.html?ncid=facebook_yahoonewsf_akfmevaatca,230,O,N
6/17/20,https://www.westernjournal.com/thousands-gather-nyc-black-trans-lives-matter-protest-day-cuomo-threatens-businesses/,231,PE,C
6/17/20,https://bipartisanreport.com/2020/06/16/trump-touts-aids-vaccine-that-does-not-exist-during-tuesday-meltdown/,232,PE,L
6/17/20,https://www.healthnutnews.com/fox-cobb-county-man-tests-positive-and-negative-for-covid-19-just-hours-apart/,233,S,N
6/17/20,https://www.cnbc.com/2020/06/16/steroid-dexamethasone-reduces-deaths-from-severe-covid-19-trial.html?__source=Facebook%7Cmain,234,S,N
6/17/20,https://www.huffpost.com/entry/trump-coronavirus-aids-vaccine_n_5ee8fb37c5b6fb0e3d051e7d?utm_campaign=hp_fb_pages&ncid=fcbklnkushpmg00000063&utm_source=main_fb&utm_medium=facebook&fbclid=IwAR2Ct5gDonohq6mWWasJB5Pp1kcKqtWlpV5LMGs9s9XbUH2STpIIKDW_IH8,235,PE,L
6/22/20,https://www.express.co.uk/news/uk/1299198/coronavirus-hand-dryer-spread-Charlotte-fowler-UK-COVID-19,236,S,N
6/22/20,https://crooksandliars.com/2020/06/covid-infection-spike-least-23-states-more,237,O,L
6/22/20,https://healthimpactnews.com/2020/dr-meryl-nass-discovers-hydroxychloroquine-experiments-were-designed-to-kill-covid-patients-how-many-were-murdered/,238,S,U
6/22/20,https://www.cnbc.com/2020/06/20/us-reports-his-number-of-daily-coronavirus-cases-since-may-1.html?__source=facebook%7Cmain,239,O,N
6/22/20,https://www.politico.com/news/2020/06/21/navarro-trump-coronavirus-testing-331725,240,PE,L
6/3/20,https://thefederalist.com/2020/06/02/media-falsely-claimed-violent-riots-were-peaceful-and-that-tear-gas-was-used-against-rioters/,1000,NA,NA
6/3/20,https://www.palmerreport.com/analysis/berserk-late-night-meltdown-after-everything-goes-wrong-him-donald-trump/29329/,1000,NA,NA
6/3/20,https://themindunleashed.com/2020/06/swarm-of-earthquakes-in-yellowstone-renews-fears-of-supervolcano-eruption.html,1000,NA,NA
6/8/20,https://dailycaller.com/2020/06/07/report-george-w-bush-not-voting-donald-trump-reelection/,1000,NA,NA
6/8/20,https://bipartisanreport.com/2020/06/07/bill-barr-suffers-pr-disaster-during-cbs-sunday-appearance/,1000,NA,NA
6/8/20,https://tribunist.com/news/minneapolis-city-council-announce-they-will-defund-and-dismantle-police-department/,1000,NA,NA
6/10/20,https://www.westernjournal.com/chicago-mayor-begs-businesses-stay-major-retailer-mulls-abandoning-city/,1000,NA,NA
6/10/20,https://occupydemocrats.com/2020/06/09/governor-cuomo-publicly-condemns-trump-for-accusing-elderly-man-of-being-antifa-provocateur/,1000,NA,NA
6/10/20,https://anonhq.com/scientists-are-about-to-release-millions-of-genetically-modified-rockefeller-mosquitos-in-florida-and-texas/,1000,NA,NA
6/15/20,https://dailycaller.com/2020/06/14/maga-boat-parade-florida-michigan-donald-trump-birthday/,1000,NA,NA
6/15/20,https://bipartisanreport.com/2020/06/14/trump-starts-sunday-morning-birthday-tweets-like-a-broken-man/,1000,NA,NA
6/15/20,https://www.zerohedge.com/political/truck-drivers-reject-deliver-cities-defunded-or-disbanded-police-departments,1000,NA,NA
6/17/20,https://www.wnd.com/2020/06/helpless-92-year-old-woman-injured-ruthlessly-knocked-ground-nyc/,1000,NA,NA
6/17/20,https://crooksandliars.com/2020/06/mike-pence-brags-fox-news-pro-trump,1000,NA,NA
6/17/20,https://themindunleashed.com/2020/06/new-reading-of-mayan-calendar-suggests-that-the-end-of-the-world-is-this-weekend.html,1000,NA,NA
6/22/20,https://www.dailywire.com/news/breaking-new-york-city-museum-taking-down-statue-of-president-theodore-roosevelt,1000,NA,NA
6/22/20,https://occupydemocrats.com/2020/06/21/tom-petty-estate-slams-trump-for-unauthorised-use-of-song-at-tulsa-rally/,1000,NA,NA
6/22/20,zerohedge.com/political/npr-busted-framing-self-defense-getaway-gunmen-right-wing-vehicle-attack,1000,NA,NA
